CommonID;SectorName;Style;TextRUSingle;TextRUPrular;TextENSingle;TextENPrular;TextUASingle;TextUAPrular
CSH00048;cashU;common;Обменивай больше бонусов, чтоб увеличить шансы на победу;;Обменивай больше бонусов, чтоб увеличить шансы на победу;;Обменивай больше бонусов, чтоб увеличить шансы на победу;
CSH00048;cashU;official;Обменивай больше бонусов, чтоб увеличить шансы на победу;;Обменивай больше бонусов, чтоб увеличить шансы на победу;;Обменивай больше бонусов, чтоб увеличить шансы на победу;
CSH00048;cashU;dude;Обменивай больше бонусов, чтоб увеличить шансы на победу;;Обменивай больше бонусов, чтоб увеличить шансы на победу;;Обменивай больше бонусов, чтоб увеличить шансы на победу;
CSH00049;cashU;dude;Применить;;Применить;;Применить;
CSH00049;cashU;official;Применить;;Применить;;Применить;
CSH00049;cashU;common;Применить;;Применить;;Применить;
CSH00050;cashU;common;Отмена;;Отмена;;Отмена;
CSH00050;cashU;dude;Отмена;;Отмена;;Отмена;
CSH00050;cashU;official;Отмена;;Отмена;;Отмена;
CSH00051;cashU;official;Текущий месяц;;Текущий месяц;;Текущий месяц;
CSH00051;cashU;dude;Текущий месяц;;Текущий месяц;;Текущий месяц;
CSH00051;cashU;common;Текущий месяц;;Текущий месяц;;Текущий месяц;
CSH00052;cashU;dude;Статус;;Статус;;Статус;
CSH00052;cashU;common;Статус;;Статус;;Статус;
CSH00052;cashU;official;Статус;;Статус;;Статус;
CSH00053;cashU;dude;Призы;;Призы;;Призы;
CSH00053;cashU;official;Призы;;Призы;;Призы;
CSH00053;cashU;common;Призы;;Призы;;Призы;
CSH00054;cashU;common;Недостаточно бонусов для участия;;Недостаточно бонусов для участия;;Недостаточно бонусов для участия;
CSH00054;cashU;official;Недостаточно бонусов для участия;;Недостаточно бонусов для участия;;Недостаточно бонусов для участия;
CSH00054;cashU;dude;Недостаточно бонусов для участия;;Недостаточно бонусов для участия;;Недостаточно бонусов для участия;
CSH00055;cashU;official;Активные;;Активные;;Активные;
CSH00055;cashU;common;Активные;;Активные;;Активные;
CSH00055;cashU;dude;Активные;;Активные;;Активные;
WLLT0001;wallet;common;"Додайте картку до Apple Pay
та сплачуйте покупки своїм iPhone";;"Додайте картку до Apple Pay
та сплачуйте покупки своїм iPhone";;"Додайте картку до Apple Pay
та сплачуйте покупки своїм iPhone";
WLLT0001;wallet;dude;"Додайте картку до Apple Pay
та сплачуйте покупки своїм iPhone";;"Додайте картку до Apple Pay
та сплачуйте покупки своїм iPhone";;"Додайте картку до Apple Pay
та сплачуйте покупки своїм iPhone";
WLLT0001;wallet;official;"Додайте картку до Apple Pay
та сплачуйте покупки своїм iPhone";;"Додайте картку до Apple Pay
та сплачуйте покупки своїм iPhone";;"Додайте картку до Apple Pay
та сплачуйте покупки своїм iPhone";
WLLT0002;wallet;common;Нагадати пізніше;;Нагадати пізніше;;Нагадати пізніше;
WLLT0002;wallet;official;Нагадати пізніше;;Нагадати пізніше;;Нагадати пізніше;
WLLT0002;wallet;dude;Нагадати пізніше;;Нагадати пізніше;;Нагадати пізніше;
WLLT0003;wallet;common;Більше не показувати;;Більше не показувати;;Більше не показувати;
WLLT0003;wallet;dude;Більше не показувати;;Більше не показувати;;Більше не показувати;
WLLT0003;wallet;official;Більше не показувати;;Більше не показувати;;Більше не показувати;
WLLT0004;wallet;common;Виберіть картку;;Виберіть картку;;Виберіть картку;
WLLT0004;wallet;dude;Виберіть картку;;Виберіть картку;;Виберіть картку;
WLLT0004;wallet;official;Виберіть картку;;Виберіть картку;;Виберіть картку;
WLLT0005;wallet;common;Дізнатися більше про Apple Pay;;Дізнатися більше про Apple Pay;;Дізнатися більше про Apple Pay;
WLLT0005;wallet;official;Дізнатися більше про Apple Pay;;Дізнатися більше про Apple Pay;;Дізнатися більше про Apple Pay;
WLLT0005;wallet;dude;Дізнатися більше про Apple Pay;;Дізнатися більше про Apple Pay;;Дізнатися більше про Apple Pay;
PRD00001;productDetails;dude;Управление лимитами;;Limit management;;Керування лімітами;
PRD00001;productDetails;common;Управление лимитами;;Limit management;;Керування лімітами;
PRD00001;productDetails;official;Управление лимитами;;Limit management;;Керування лімітами;
PRD00002;productDetails;official;Тип карты;;Card type;;Тип картки;
PRD00002;productDetails;dude;Тип карты;;Card type;;Тип картки;
PRD00002;productDetails;common;Тип карты;;Card type;;Тип картки;
PRD00003;productDetails;common;Информация;;Information;;Інформація;
PRD00003;productDetails;official;Информация;;Information;;Інформація;
PRD00003;productDetails;dude;Информация;;Information;;Інформація;
PRD00004;productDetails;official;Отображается на рабочем столе;;Displayed on the desktop;;Відображається на рабочому столі;
PRD00004;productDetails;dude;Отображается на рабочем столе;;Displayed on the desktop;;Відображається на рабочому столі;
PRD00004;productDetails;common;Отображается на рабочем столе;;Displayed on the desktop;;Відображається на рабочому столі;
PRD00005;productDetails;dude;Реквизиты;;Requisites;;Реквізити;
PRD00005;productDetails;official;Реквизиты;;Requisites;;Реквізити;
