CommonID;SectorName;Style;TextRUSingle;TextRUPrular;TextENSingle;TextENPrular;TextUASingle;TextUAPrular;;
CSH00051;cashU;business;Текущий месяц;;Current month;;Поточний місяць;;;
CSH00051;cashU;friendly;Текущий месяц;;Current month;;Поточний місяць;;;
CSH00051;cashU;neutral;Текущий месяц;;Current month;;Поточний місяць;;;
CSH00052;cashU;friendly;Статус;;Status;;Статус;;;
CSH00052;cashU;neutral;Статус;;Status;;Статус;;;
CSH00052;cashU;business;Статус;;Status;;Статус;;;
CSH00053;cashU;friendly;Призы;;Prizes;;Призи;;;
CSH00053;cashU;business;Призы;;Prizes;;Призи;;;
CSH00053;cashU;neutral;Призы;;Prizes;;Призи;;;
CSH00054;cashU;neutral;Не хватает бонусов;;Not enough bonuses ;;Бракує бонусів;;;
CSH00054;cashU;business;Недостаточно бонусов для участия;;Not enough bonuses to take part;;Недостатньо бонусів для участі;;;
CSH00054;cashU;friendly;Не хватает бонусов;;Not enough bonuses ;;Бракує бонусів;;;
CSH00055;cashU;business;Активные;;Active;;Активні;;;
CSH00055;cashU;neutral;Активные;;Active;;Активні;;;
CSH00055;cashU;friendly;Активные;;Active;;Активні;;;
WLLT0001;wallet;neutral;Ты можешь добавить карты в Apple Wallet и оплачивать покупки своим iPhone;;You can add your cards to Apple Wallet and pay for purchases with your iPhone;;Ти можеш додати картки в Apple Wallet та оплачувати покупки своїм iPhone;;;
WLLT0001;wallet;friendly;Добавляй карты в Apple Wallet и оплачивай покупки своим iPhone;;Add your cards to Apple Wallet and pay with your iPhone;;Додавай картки в Apple Wallet та оплачуй покупки своїм iPhone;;;
WLLT0001;wallet;business;Вы можете добавить карты в Apple Wallet и оплачивать покупки своим iPhone;;Your cards can be added to Apple Wallet for you to be able to pay for purchases with your iPhone;;Ви можете додати картки в Apple Wallet та оплачувати покупки своїм iPhone;;;
WLLT0002;wallet;neutral;Напомнить позже;;Remind me later;;Нагадати пізніше;;;
WLLT0002;wallet;business;Напомнить позже;;Remind me later;;Нагадати пізніше;;;
WLLT0002;wallet;friendly;Напомнить позже;;Remind me later;;Нагадати пізніше;;;
WLLT0003;wallet;neutral;Больше не показывать;;Do not show again;;Більше не показувати;;;
WLLT0003;wallet;friendly;Больше не показывать;;Do not show again;;Більше не показувати;;;
WLLT0003;wallet;business;Больше не показывать;;Do not show again;;Більше не показувати;;;
WLLT0004;wallet;neutral;Добавить карту;;Add card;;Додати картку;;;
WLLT0004;wallet;friendly;Добавить карту;;Add card;;Додати картку;;;
WLLT0004;wallet;business;Добавить карту;;Add card;;Додати картку;;;
WLLT0005;wallet;neutral;Узнать больше;;More info;;Дізнатися більше;;;
WLLT0005;wallet;business;Узнать больше;;More info;;Дізнатися більше;;;
WLLT0005;wallet;friendly;Узнать больше;;More info;;Дізнатися більше;;;
PRD00001;productDetails;friendly;Управление лимитами;;Manage limits;;Керування лімітами;;;
PRD00001;productDetails;neutral;Управление лимитами;;Manage limits;;Керування лімітами;;;
PRD00001;productDetails;business;Управление лимитами;;Manage limits;;Керування лімітами;;;
PRD00002;productDetails;business;Тип карты;;Card type;;Тип картки;;;
PRD00002;productDetails;friendly;Тип карты;;Card type;;Тип картки;;;
PRD00002;productDetails;neutral;Тип карты;;Card type;;Тип картки;;;
PRD00003;productDetails;neutral;Информация;;Information;;Інформація;;;
PRD00003;productDetails;business;Информация;;Information;;Інформація;;;
PRD00003;productDetails;friendly;Информация;;Information;;Інформація;;;
PRD00004;productDetails;business;Отображается на рабочем столе;;Displayed on desktop;;Відображається на рабочому столі;;;
PRD00004;productDetails;friendly;Отображается на рабочем столе;;Displayed on desktop;;Відображається на рабочому столі;;;
PRD00004;productDetails;neutral;Отображается на рабочем столе;;Displayed on desktop;;Відображається на рабочому столі;;;
PRD00005;productDetails;friendly;Реквизиты;;Requisites;;Реквізити;;;
PRD00005;productDetails;business;Реквизиты;;Requisites;;Реквізити;;;
PRD00005;productDetails;neutral;Реквизиты;;Requisites;;Реквізити;;;
PRD00006;productDetails;neutral;Начислено процентов;;Interest credited;;Нараховано відсотків;;;
PRD00006;productDetails;business;Начислено процентов;;Interest credited;;Нараховано відсотків;;;
PRD00006;productDetails;friendly;Начислено процентов;;Interest credited;;Нараховано відсотків;;;
PRD00007;productDetails;friendly;Договор;;Agreement;;Договір;;;
PRD00007;productDetails;neutral;Договор;;Agreement;;Договір;;;
PRD00007;productDetails;business;Договор;;Agreement;;Договір;;;
PRD00008;productDetails;neutral;Разблокируй карту, чтобы получить доступ к операциям с ней;;Unblock card to access its transactions;;Розблокуй картку, щоб отримати доступ до операцій по ній;;;
PRD00008;productDetails;business;Разблокируйте карту, чтобы получить доступ к операциям с ней;;Please unblock card to access its transactions;;Розблокуйте картку, щоб отримати доступ до операцій по них;;;
PRD00008;productDetails;friendly;Чтобы пользоваться картой, ее надо разблокировать:);;You need to unblock card for using it:);;Щоб користуватися карткою, її треба розблокувати:);;;
PRD00009;productDetails;neutral;Добавить в Apple Wallet;;Add to Apple Wallet;;Додати до Apple Wallet;;;
PRD00009;productDetails;business;Добавить в Apple Wallet;;Add to Apple Wallet;;Додати до Apple Wallet;;;
PRD00009;productDetails;friendly;Добавить в Apple Wallet;;Add to Apple Wallet;;Додати до Apple Wallet;;;
PRD00010;productDetails;business;Разрешено;;Allowed;;Дозволено;;;
PRD00010;productDetails;friendly;Разрешено;;Allowed;;Дозволено;;;
PRD00010;productDetails;neutral;Разрешено;;Allowed;;Дозволено;;;
PRD00011;productDetails;neutral;Сохранить;;Save;;Зберегти;;;
PRD00011;productDetails;business;Сохранить;;Save;;Зберегти;;;
PRD00011;productDetails;friendly;Сохранить;;Save;;Зберегти;;;
PRD00012;productDetails;friendly;Остаток по кредиту;;Loan balance;;Залишок по кредиту;;;
PRD00012;productDetails;business;Остаток по кредиту;;Loan balance;;Залишок по кредиту;;;
PRD00012;productDetails;neutral;Остаток по кредиту;;Loan balance;;Залишок по кредиту;;;
PRD00013;productDetails;business;Доступные операции;;Available transactions;;Доступні операції;;;
PRD00013;productDetails;neutral;Доступные операции;;Available transactions;;Доступні операції;;;
PRD00013;productDetails;friendly;Доступные операции;;Available transactions;;Доступні операції;;;
PRD00014;productDetails;friendly;Цвет ярлыка;;Shortcut color;;Колір ярлика;;;
PRD00014;productDetails;neutral;Цвет ярлыка;;Shortcut color;;Колір ярлика;;;
PRD00014;productDetails;business;Цвет ярлыка;;Shortcut color;;Колір ярлика;;;
PRD00015;productDetails;friendly;Карта не добавлена;;Card not added;;Картку не додано;;;
PRD00015;productDetails;business;Карта не добавлена;;Card not added;;Картку не додано;;;
PRD00015;productDetails;neutral;Карта не добавлена;;Card not added;;Картку не додано;;;
PRD00016;productDetails;neutral;Изменить имя карты;;Change card name;;Змінити назву картки;;;
PRD00016;productDetails;friendly;Изменить имя карты;;Change card name;;Змінити назву картки;;;
PRD00016;productDetails;business;Изменить имя карты;;Change card name;;Змінити назву картки;;;
PRD00017;productDetails;neutral;Статус карты;;Card status;;Статус картки;;;
PRD00017;productDetails;friendly;Статус карты;;Card status;;Статус картки;;;
PRD00017;productDetails;business;Статус карты;;Card status;;Статус картки;;;
PRD00018;productDetails;business;Тарифы и условия;;Rates and terms;;Тарифи і умови;;;
PRD00018;productDetails;friendly;Тарифы и условия;;Rates and terms;;Тарифи і умови;;;
PRD00018;productDetails;neutral;Тарифы и условия;;Rates and terms;;Тарифи і умови;;;
PRD00019;productDetails;neutral;Редактирование депозита;;Deposit editing;;Редагування депозиту;;;
